Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09883448481559753,0.09926417611964887,0.09883448481559753,0.09883448481559753,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09410794979664619,0.09410794979664619,0.09367825835943222,0.09367825835943222,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08723212343030957,0.08723212343030957,0.08680243790149689,0.08680243790149689,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08895086497068405,0.08938055617861522,0.08895086497068405,0.08895086497068405,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09152978658676147,0.09195947213736944,0.09152978658676147,0.09152978658676147,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09711571037769318,0.09754540159017291,0.09711571037769318,0.09711571037769318,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10184229165315628,0.10227275167092632,0.10184229165315628,0.10184229165315628,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10613998025655746,0.10656967164306953,0.10613998025655746,0.10613998025655746,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11172589659690857,0.11215558784011954,0.11172589659690857,0.11172589659690857,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12203920632600786,0.12246889763942032,0.12203920632600786,0.12203920632600784,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12375792860984802,0.12418761981390837,0.12375792860984802,0.12375792860984802,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12117976414698584,0.12117976414698584,0.12075008451938629,0.12075008451938629,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11774230884487344,0.11774230884487344,0.11731261759996414,0.11731261759996414,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11860165745019913,0.11946103977763702,0.11860165745019913,0.11860165745019913,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11645327255932593,0.11645327255932593,0.11602359265089035,0.11602359265089035,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11129615572608201,0.11129615572608201,0.11086646467447281,0.11086646467447281,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10656967164306953,0.10656967164306953,0.10613998025655746,0.10613998025655746,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10442123312779591,0.10442123312779591,0.1039915531873703,0.1039915531873703,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10957742482423782,0.11000711596144981,0.10957742482423782,0.10957742482423782,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10957742329422372,0.10957742329422372,0.10871805250644684,0.10871805250644684,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10528062440529966,0.10528062440529966,0.10485093295574188,0.10485093295574188,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10528060048818588,0.10571029184012856,0.10528060048818588,0.10528060048818588,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10742904990911484,0.10828842117143123,0.10742904990911484,0.10742904990911484,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10699931663746884,0.10699931663746884,0.10656962543725967,0.10656962543725967,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11301495134830475,0.11344464256298654,0.11301495134830475,0.11301495134830475,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11000711596144981,0.11000711596144981,0.10957742482423782,0.10957742482423782,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11172589659690857,0.11258526760867986,0.11172589659690857,0.11172589659690857,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11301495134830475,0.11387433377766833,0.11301495134830475,0.11301495134830475,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11301497512092781,0.11344466642599488,0.11258528381586075,0.11258528381586075,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11129615572608201,0.11129615572608201,0.11086646467447281,0.11086646467447281,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.1108664854984112,0.1108664854984112,0.11000711470842363,0.11000711470842361,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10699931663746884,0.10699931663746884,0.10656962543725967,0.10656962543725967,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10313214504209817,0.10313214504209817,0.10270245373249054,0.10270245373249054,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09797509280265265,0.09797509280265265,0.09711571037769318,0.09711571037769318,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09195947213736944,0.09195947213736944,0.09152978658676147,0.09152978658676147,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09496727585792542,0.09539696132671567,0.09496727585792542,0.09496727585792542,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09840480238199234,0.09883448220002024,0.09840480238199234,0.09840480238199234,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09840480238199234,0.09926417349270013,0.09840480238199234,0.09840480238199234,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09883448481559753,0.09926417611964887,0.09883448481559753,0.09883448481559753,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09453763549653224,0.09453763549653224,0.09367825835943222,0.09367825835943222,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09367825835943222,0.09410794979664619,0.09367825835943222,0.09367825835943222,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09110010732689099,0.09110010732689099,0.09067042171955109,0.09067042171955109,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09024069727703617,0.09024069727703617,0.08981023728847504,0.08981023728847504,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08852120201758988,0.08852120201758988,0.08766182512044907,0.08766182512044907,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08981023728847504,0.09024069727703617,0.08981023728847504,0.08981023728847504,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09367825835943222,0.09453763549653224,0.09367825835943222,0.09367825835943222,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08852120634286377,0.08852120634286377,0.08809151500463486,0.08809151500463486,22310400,0.0,0.0
