Date,Open,High,Low,Close,Volume,Return,SMA10,SMA50,Volatility
1981-02-24 05:00:00+00:00,0.0001865726829589188,0.00018384483654547047,0.0001848467992982962,0.00018297173238925816,0.0022877959817187593,-0.03553069231083317,0.00020320379302653571,0.00025107426525897126,0.17837348659091556
1981-02-25 05:00:00+00:00,0.00020468535897013443,0.0002034774562754605,0.0002065920380578938,0.00020449638968473503,0.0026258344381204757,0.06315396406871665,0.00020025062726576598,0.0002500229568184392,0.22334549647732616
1981-02-26 05:00:00+00:00,0.00021011918918222247,0.00020883186354115466,0.00021202837916864286,0.000209877585110724,0.0014608090437359888,0.014850701596663018,0.00019914298650386685,0.00024953481124471294,0.2202868976774914
1981-02-27 05:00:00+00:00,0.00022280131932135786,0.0002231133372684461,0.00022471636954675197,0.00022243686982019022,0.0019889941318636706,0.034153165029847665,0.00019969699088627193,0.00024991032411487805,0.22857680914611644
1981-03-02 05:00:00+00:00,0.00022461249137093042,0.0002231132376655014,0.0002265283785141701,0.00022423049795512121,0.0015845552643830457,0.004716432172693574,0.00020135828082776654,0.00025013565917896224,0.22271818130622928
1981-03-03 05:00:00+00:00,0.00022098990160857016,0.00021775884708895453,0.00022109200598257193,0.00021884927142701294,0.0021791407635896364,-0.014083770997287082,0.00020154316549028114,0.00025002302452240227,0.2214920180841047
1981-03-04 05:00:00+00:00,0.00021736410999987903,0.0002141860675422588,0.00021746456317514457,0.00021525862502611498,0.0018471387081950934,-0.009531698654761556,0.0001996973012887274,0.000249347159946073,0.2060363683557378
1981-03-05 05:00:00+00:00,0.00021555286794259238,0.00021240130733682477,0.00021565245994517804,0.00021346490358482514,0.0007243681208608209,-0.004807420192048606,0.0002000663922083901,0.0002482207626025004,0.1755560491483184
1981-03-06 05:00:00+00:00,0.00021374170979332894,0.00021061662981260943,0.00021202837916864286,0.000209877585110724,0.0015634278608579386,-0.009660951204155444,0.00020209645946706663,0.00024664376543872114,0.1426885752934668
1981-03-09 05:00:00+00:00,0.00018295027118296497,0.00018027538741557158,0.00018303482175172713,0.00018117813535644637,0.00206444914445334,-0.07804401814260076,0.00020062006378816262,0.00024397798569085106,0.20242830779646676
1981-03-10 05:00:00+00:00,0.00016664557654631429,0.00016420908085418244,0.00016672259349283597,0.0001650313766622814,0.0038240600380444172,-0.04762568328218253,0.00019877422198678608,0.00024007310493688602,0.2100159916166279
1981-03-11 05:00:00+00:00,0.000155778047516109,0.00015350044405631225,0.00015403793372476912,0.00015247538877749198,0.004023261271281143,-0.038886519833616906,0.0001934219012477025,0.00023575523977319572,0.16965500968045302
1981-03-12 05:00:00+00:00,0.00016483432902125595,0.00016420908085418244,0.00016672259349283597,0.0001650313766622814,0.007983140331986964,0.040459863102622506,0.00018880777834807093,0.00023196299693078898,0.18969467805638893
